Unnamed: 0,speaker,sentence,dialect,dialect_norm
swissdial,10425,im gleichen zeitraum des vorjahres waren es nur 15 masernfälle gewesen.,de,DE
swissdial,6391,"als er sich so erquickt hatte, bedeutete ich ihm, daß er sich schlafen legen solle.",de,DE
swissdial,1336,der führende anti-apartheid-kämpfer und nationalheld hatte 27 jahre im gefängnis verbracht.,de,DE
swissdial,738,"im selben jahr entstand die erste clubhütte, die grünhornhütte am tödi.",de,DE
swissdial,9219,"sondern, wie wir gemeinsam lösungen finden, damit wir aussteigen.",de,DE
swissdial,7955,reaktionen seien ein problem für die karikaturisten.,de,DE
swissdial,6017,im jahr 1997 überzeugte stallone das publikum und die kritiker mit seiner darstellerischen leistung in cop land.,de,DE
swissdial,65,"seine reifen drehten durch, er rutschte zur seite.",de,DE
swissdial,7837,ein gespräch zwischen giuliani und pompeo koordinierte eine von trumps assistentinnen.,de,DE
swissdial,4013,jeff kann und möchte seinen pflegebedürftigen vater nicht allein lassen.,de,DE
swissdial,5958,"als peter erwachsen wurde, weigerte er sich allerdings, die ehe zu vollziehen.",de,DE
swissdial,2625,"es sortiert die eilbriefe, sagte sie.",de,DE
swissdial,5095,das befestigen der pflanzenarme an dem glatten bambus kann bestens mit einem prusikknoten stattfinden.,de,DE
swissdial,8292,"dort schloss er sich der roten armee an, trat aber auch als tänzer auf.",de,DE
swissdial,4859,sie produziere umgerechnet den strom für circa 19 haushalte.,de,DE
swissdial,1688,"du bist doch diejenige, die sich ständig um ihn sorgt und ihn mit keksen voll stopft.",de,DE
swissdial,2867,"die gegner argumentieren, es sei nicht klar, ob so zusätzliche unternehmen angezogen werden könnten.",de,DE
swissdial,3224,"ja, es gibt diese guillotine-klausel, die besagt, dass die anderen verträge auch gekündet werden können.",de,DE
swissdial,650,"«wie die alte frau schnarcht», dachte er.",de,DE
swissdial,6404,"das floß war nun stark genug, um ein ansehnliches gewicht aushalten zu können.",de,DE
swissdial,1779,wir werden alle zusammen das laub gekehrt haben.,de,DE
swissdial,7576,februar 1639 in engen endete die ära der pappenheimer in stühlingen.,de,DE
swissdial,1711,"ich kann meine herztätigkeit nicht einstellen, wenn du weinst, als wäre dein herz gebrochen.",de,DE
swissdial,2562,"aber noch während ich schreite, löst christiane sich in luft auf.",de,DE
swissdial,9803,"wenn einige nun die einsprecher kritisieren, sei das die falsche adresse.",de,DE
swissdial,8254,die hellroten blüten stehen an 3 bis 6 millimeter langen blütenstielen.,de,DE
swissdial,1733,"natürlich gibt es einen zusammenhang, widerspricht hans olofson.",de,DE
swissdial,3949,neben magnetit enthält es auch kleine mengen von aktinolith und titanit.,de,DE
swissdial,1139,es ist allerdings nur ein zwischenhoch.,de,DE
swissdial,11050,"jetzt liegt es nahe, mit zunehmendem alter das training zu intensivieren, um sein talent auszuschöpfen.",de,DE
swissdial,7993,"mit krediten versuchte der iwf, diese staaten zu unterstützen, die in schuldenkrisen liefen.",de,DE
swissdial,6899,"wenn sich eine gemeinde ausdehnt und ein grösseres budget hat, dann steigt der ausgabenappetit eher an.",de,DE
swissdial,3634,man feierte sogar kirchweihen.,de,DE
swissdial,226,ich habe bestimmt drei kilo zugenommen.,de,DE
swissdial,7817,"der gang in die kriminalität lässt sich erklären, wenn auch nicht entschuldigen.",de,DE
swissdial,8784,mit ihren grossen blüten schmücken sie so manch eine wohnung.,de,DE
swissdial,2266,du ruhst dich ausgerechnet jetzt aus obwohl wir gerade aufbrechen wollen.,de,DE
swissdial,3201,er ist geschäftsführer des golfplatzes gonten.,de,DE
swissdial,6900,"wo sind die europäischen länder, die es besser machen als wir?",de,DE
swissdial,6898,"man könnte tatsächlich meinen, das zweirichtungstram sei das a und o, es gehe nicht anders.",de,DE
swissdial,4746,"hinzu kamen praktiken, die etwa astrologische vorhersagen einschlossen.",de,DE
swissdial,6678,piero hatte solche hüte möglicherweise 1439 anlässlich des sog.,de,DE
swissdial,5550,ich beherrsche folgende dialekte.,de,DE
swissdial,7234,"die rosarotlichen, auffallend bereiften blüten stehen an etwa 8 millimeter langen blütenstielen.",de,DE
swissdial,8650,"gut gemüse will weile haben im tropischen gewächshaustunnel kann man sehen, wie das saatgut gewonnen wird.",de,DE
swissdial,2485,"es war ihm gewesen, als reibe man salz in eine offene wunde, obwohl er inzwischen reicher war als richard und obwohl sich längst erwiesen hatte, dass der glaube an sein talent keine selbstgerechte torheit gewesen war.",de,DE
swissdial,433,nach einiger verzögerung kam das neunte ferkel auf die welt.,de,DE
swissdial,894,um die software braucht man sich ebenfalls keine sorgen zu machen.,de,DE
swissdial,10030,auf der suche nach dem liebesglück suchen die frauen auch online nach potenziellen partnern.,de,DE
swissdial,5185,griechen und römer kannten ebenfalls zahnstocher aus haltbareren materialien wie metall und knochen.,de,DE
swissdial,9896,"besonders beeindruckt hat schläpfer, dass gerster jeden einzelnen brief beantwortet habe.",de,DE
swissdial,1463,der 56-jährige will für die fdp den ständeratssitz des zurücktretenden parteikollegen joachim eder verteidigen.,de,DE
swissdial,1093,"bauch- und rückenlinie sind etwa gleich lang, ebenso rücken- und afterflosse.",de,DE
swissdial,2232,die pleura überzieht die lunge und kleidet den brustraum von innen an.,de,DE
swissdial,1509,"«wir sind die zukunft und wollen mitbestimmen», sagt simon köstinger.",de,DE
swissdial,1577,hier befinden sich auch nationalparks.,de,DE
swissdial,10899,"es gehe nur mehr darum, schnellere, schwerere, luxuriösere oder effizientere autos auf den markt zu bringen.",de,DE
swissdial,7101,"da regierungsrat schnegg im vorfeld der abstimmung glaubhaft versicherte, er wolle 5 mio.",de,DE
swissdial,2902,das ist für einheimische wie auch für unternehmen gut.,de,DE
swissdial,2825,"mir ist es wichtig, dass es jemand ist, der die ubs versteht, bevor er sie führt.",de,DE
swissdial,7649,im april 1962 wurde sie in kapstadt offiziell gegründet.,de,DE
swissdial,2642,"sie spürt, was du spürst.",de,DE
swissdial,9450,"gewonnen wurde der mit 1,25 millionen euro dotierte final von irland.",de,DE
swissdial,3308,es bat um eine verlängerung der frist.,de,DE
swissdial,9691,"ist es denkbar, dass ein gewisser druck dieser länder zum vorgehen des militärs geführt hat?",de,DE
swissdial,10796,"ich schliesse aber nicht aus, dass sie bereit sein wird, über allerletzte fragen bis ende oktober weiterzureden.",de,DE
swissdial,6210,gegen drei uhr nachmittags hatte er uns eingeholt.,de,DE
swissdial,3342,demnächst soll der bundesrat über mehr geld und personal entscheiden.,de,DE
swissdial,1465,und auch immer verlinkt mit weiteren themen.,de,DE
swissdial,6615,"inter galt mitte der 1960er jahre als beste vereinsmannschaft der welt und gewann 1963, 1965 und 1966 den scudetto.",de,DE
swissdial,1022,offene oder unbeschränkte intervalle sind nicht zugelassen.,de,DE
swissdial,11046,"die dynamik zwischen lisas mann und sven ist ebenso spannend wie die zwischen sven und den kindern, die ihren onkel lieben.",de,DE
swissdial,8641,2013 standen sie bei einem testspiel gegen bayern münchen mit den profis um lionel messi auf dem platz.,de,DE
swissdial,4467,die auseinandersetzung über die verwendung der me 262 gipfelten in einem zerwürfnis hitlers mit der luftwaffenführung.,de,DE
swissdial,1255,wer ist jon snow?,de,DE
swissdial,10517,"würde die spende als normalfall angenommen, würde häufiger der effektive wille des verstorbenen umgesetzt, ist lenherr überzeugt.",de,DE
swissdial,4650,dezember 2013 wurde er im kabinett merkel iii erneut zum bundesinnenminister ernannt.,de,DE
swissdial,5146,januar 1347 durch eine päpstliche bulle das privileg zur gründung einer universität.,de,DE
swissdial,3508,doch nur zwei spiele später haben die tessiner die vorteile im kampf um die playoff-qualifikation verspielt.,de,DE
swissdial,901,die ursprüngliche quelle kann eine beliebige rede eines politikers oder ein interview sein.,de,DE
swissdial,9094,"märz, gilt schweizweit ein neues asylverfahren.",de,DE
swissdial,7415,"die durchschnittliche größe eines haushalts lag bei 2,36 personen und die durchschnittliche familiengröße bei 2,98 personen.",de,DE
swissdial,4111,"hier geht es darum, eine bestimmte angabe möglichst rasch zu finden.",de,DE
swissdial,1912,auch umweltprobleme lassen sich in den augen röstis durch die beseitigung der personenfreizügigkeit lösen.,de,DE
swissdial,8805,sie ist die ganze woche bei den umbauarbeiten in oberwil mit dabei und bekommt so alle höhen und tiefen der gartenbauer mit.,de,DE
swissdial,2905,das bav baut nun die aufsicht um und vor allem aus.,de,DE
swissdial,5982,"in dieser romantischen kulisse besteht auch die möglichkeit, sich trauen zu lassen.",de,DE
swissdial,177,wilde und unregelmässig gepflanzte sträucher bieten vielen tieren schutz und lebensraum.,de,DE
swissdial,15,"auch dieser beweis enthält einige analytische schwächen, die erst später beseitigt werden konnten.",de,DE
swissdial,3750,"als sie mit riccardo allein ist, wird sie von vorahnungen geplagt.",de,DE
swissdial,4869,gewinnzahlen der msc gibt die familie nicht bekannt.,de,DE
swissdial,4984,benimm dich nicht wie ein baby!,de,DE
swissdial,2220,"wie es sich gehört, hat er den antrag genug früh eingereicht, dennoch weist ihn die gemeinde ab.",de,DE
swissdial,1077,es musste über seine ausweisung entschieden werden und seifert hierzu angehört werden.,de,DE
swissdial,9184,"dies war etwa in den regionen schaffhausen, aargau, solothurn, jura, bern und der zentralschweiz der fall gewesen, wie viasuisse mitteilt.",de,DE
swissdial,4066,eine genaue festlegung des streckenverlaufs wurde jedoch noch nicht beschlossen.,de,DE
swissdial,8899,jahrhunderts galt er in der schweiz als ausgerottet.,de,DE
swissdial,10671,"geplant ist, den aia mit den 18 ländern ab 2020 einzuführen.",de,DE
swissdial,3559,"reisende, welche ihre reise nicht antreten möchten, können sich an die sbb wenden, mögliche rückerstattungen werden individuell geprüft.",de,DE
swissdial,10296,die jugendlichen spielten letztlich mehr digital als wirklich aktiv.,de,DE
swissdial,1995,"aber das test-ergebnis weist auf europa hin, auf griechenland.",de,DE
swissdial,1719,sie wendet sich um und blickt hinunter auf die stadt.,de,DE
swissdial,10131,denn psychiater und psychologe bieten laut daniel hell eine gleichwertige therapie an.,de,DE
swissdial,4262,schon als kind wurde aileen von familienmitgliedern vergewaltigt.,de,DE
swissdial,4206,hitzestress murmeltiere verfügen über nur wenige schweißdrüsen und hecheln nicht.,de,DE
swissdial,2320,die ernte wurde vernichtet und vieh ertrank.,de,DE
swissdial,383,dabei ist ihr ihre sprachbegabung eine enorme hilfe.,de,DE
swissdial,10069,"dort wird unterschieden, was die polizei darf und was allenfalls private sicherheitsdienste dürfen.",de,DE
swissdial,586,die worte der sommermonate juli und august.,de,DE
swissdial,5448,sebastian brant beschrieb 1494 in seinem werk das narrenschiff die tricks der echten schwindler.,de,DE
swissdial,4563,jahrhundert war die stadt die residenz des damals unabhängigen königreiches asturien.,de,DE
swissdial,2853,"selecta fülle die leeren reihen stattdessen mit pepsi, sinalco und 7-up, so von gunten.",de,DE
swissdial,2457,"an der engsten stelle des meeresarms fand sie den pfosten, der die lücke in den mangroven markierte.",de,DE
swissdial,5221,"so holt lindsey mcdonald drusilla nach l.a., damit diese darla zum vampir machen kann.",de,DE
swissdial,5486,"häufig sind neben jadebeilen schmuck und amulette aus jade, gefäße, kleinplastiken und reliefs.",de,DE
swissdial,9853,"washington hat soziologie, geografie und wirtschaftsgeschichte studiert.",de,DE
swissdial,5795,der banus empfing nun alle weiteren befehle direkt vom fürsten windischgrätz.,de,DE
swissdial,3312,das gesamtprojekt soll 315 millionen franken kosten.,de,DE
swissdial,8806,"ganz zum schluss, wenn die knochen blank sind, saugen myriaden von kleinstlebewesen das fett aus dem knochen.",de,DE
swissdial,3666,bis nach dem zweiten weltkrieg fuhr auch noch eine strassenbahn von genf bis veyrier.,de,DE
swissdial,6571,die letzte renovierung des kirchturms wurde 2004 abgeschlossen.,de,DE
swissdial,9138,"insgesamt 3,5 milliarden franken werden in die unterdurchschnittlichen kantone geleitet.",de,DE
swissdial,1993,"alpinimus ist viel mehr, als sich in den bergen auszutoben, sagt sac-präsidentin françoise jaquet im interview.",de,DE
swissdial,551,"dazu hat der bundesrat angekündigt, dass die schweiz bis 2050 klimaneutral werden müsse.",de,DE
swissdial,8844,kein zaun hält die elefanten am grenzübertritte auf.,de,DE
swissdial,3071,"fenster aus kunststoff können sehr ähnlich wie hölzerne fenster aussehen, denn auf der floienfläche kann holzstruktur abgedruckt warden.",de,DE
swissdial,3041,durch seinen ausgefallenen schnurrbart setzte er sich äußerlich stark von seinen mitmusikern ab.,de,DE
swissdial,8898,"es war der tag, an dem millionen von fernsehzuschauern rund um den globus das dorf cobargo kennenlernen sollten.",de,DE
swissdial,2372,sie hob ihr kind aus dem kinderwagen.,de,DE
swissdial,10655,"sie hat mehrere regionalzentren, eines davon ist in brig.",de,DE
swissdial,10590,ich danach blieb ich zuhause und schrieb meine dissertation.,de,DE
swissdial,8619,die höchste schweizer liga verliert ihren erfolgreichsten klub.,de,DE
swissdial,2873,«unterricht in blockkursen wäre eine gute alternative für die lernenden.»,de,DE
swissdial,7319,farbenindustrie ag auf leverkusener stadtgebiet angelegt.,de,DE
swissdial,1725,ich hab keinen stein geworfen.,de,DE
swissdial,6312,"und nun schob sie die zeilen in ein kuvert und ging auf ein haus zu, zwischen dem kirchhof und der waldecke.",de,DE
swissdial,8412,zenhäusern muss sich trotz 2 saisonsiegen mit rang 4 begnügen.,de,DE
swissdial,9388,auch darum tummelten sich die drei kinder schon früh auf dem eis.,de,DE
swissdial,6529,"du schwimmst gut genug, um das land erreichen zu können, und die see ist ruhig.",de,DE
swissdial,1132,"als restlichtverstärker haben sich weiße bettlaken bewährt, die in fallrichtung der aale ausgelegt werden.",de,DE
swissdial,3972,im knüttel-museum sind außerdem materialien zur schule und ortsgeschichte sowie zum schleswiger kaltblut ausgestellt.,de,DE
swissdial,9197,"sie fordert den bundesrat auf, die administrativhaft schweizweit zu harmonisieren.",de,DE
swissdial,3407,"dabei hofft die sbb, dass diese planungssicherheit den kunden lieber ist, als möglichst schnell am ziel zu sein.",de,DE
swissdial,2756,"klagen wegen dieser strafnorm gab es bisher wenige, sagt gössi.",de,DE
swissdial,5706,"dadurch entsteht ein überdruck, der das heiße wasser im kessel durch das kaffeepulver im trichtereinsatz drückt.",de,DE
swissdial,2030,"krankheiten, umweltkatastrophen, hunger.",de,DE
swissdial,7662,er nahm 1939 am polenfeldzug teil und war 1940 teilnehmer des westfeldzuges in frankreich.,de,DE
swissdial,4819,"sobald die luft auf rund 25 grad steigt, zieht es viele an flüsse, an seen oder in badis.",de,DE
swissdial,1440,us-präsident donald trump reagierte darauf zunächst mit drohungen.,de,DE
swissdial,5658,"mit den worten hörst du, philosoph, diese worte?",de,DE
swissdial,7271,im gleichen jahr debütierte er mit den hamburg blue devils in der german football league.,de,DE
swissdial,7676,letzteres kommt mit gelegentlicher übersandung und dem ständigen windschliff zurecht und bildet rasch horste.,de,DE
swissdial,8242,im alter von drei jahren erlernte er violine und piano und stand als kind in musicals auf der theaterbühne.,de,DE
swissdial,3048,dazu richten sie ihre flügelunterseiten direkt zur sonne und sitzen dadurch sehr schräg.,de,DE
swissdial,7026,"die planungserklärung 2 bedeutet für uns, dass das nächste sparpaket geschnürt werden muss.",de,DE
swissdial,5215,"sie machen es schwerer den namen oder typ einer variablen, funktion, felds oder klasse zu ändern.",de,DE
swissdial,5544,bitte formuliere deinen befehl um.,de,DE
swissdial,6023,"carl gustav jung bestätigt, dass der geist in träumen von frauen oft groteske zwergformen hat.",de,DE
swissdial,10331,"vokinger fordert, dass der preis zum wohle der patienten und prämienzahler den nutzen besser widerspiegeln müsse.",de,DE
swissdial,3832,mit wenigen handgriffen demontiert man die sitze der zweiten und dritten sitzreihe.,de,DE
swissdial,2781,"aus sicht der öffentlichen gesundheit sei dieser schritt notwendig, schreibt die gef.",de,DE
swissdial,919,"somit empfehlen sich die samsung galaxy buds für jeden musikfan, der an dieser stelle maximale leistung erwartet.",de,DE
swissdial,5073,"1956 konnte der schauspieler in die usa zurückkehren und war gezwungen, in zweitklassigen fernsehshows aufzutreten.",de,DE
swissdial,10664,"nicht zuletzt leiden die pensionskassen darunter, weil ihr die zinseinnahmen fehlen.",de,DE
swissdial,10774,steht das aargauer kuratorium also im gegenwind?,de,DE
swissdial,9295,bereits im jahr 2007 ging der kanton tessin mit einer strengen regelung bezüglich raucher voran.,de,DE
swissdial,8983,"morphologische tests haben ergeben, dass es sich um venezolanisches öl handeln muss.",de,DE
swissdial,9025,"auch digitale schulen sind denkbar, altersdurchmischte schulen, die dann genug schüler aufweisen und nicht schliessen müssen.",de,DE
swissdial,7818,der präsident und viele politiker und unternehmer seien darin verwickelt.,de,DE
swissdial,8696,"die feuerwehr legte am donnerstag ein gebiet fest, aus dem menschen raus sollen, die dort keinen festen wohnsitz haben.",de,DE
swissdial,9324,"beide sind betäubungsmittel und werden vom arzt, der ärztin verschrieben.",de,DE
swissdial,8534,"häufig wird argumentiert, dass fussballspiele von frauen weniger attraktiv seien als solche von männern.",de,DE
swissdial,9544,"doch wer die app bereits installiert hat, kann sie auch weiterhin nutzen.",de,DE
swissdial,4327,besondere bedeutung erlangt ein kindliches erlebnis alans am strand.,de,DE
swissdial,3166,dann ging sie als usa-korrespondentin nach san francisco und war nach ihrer rückkehr korrespondentin in der westschweiz.,de,DE
swissdial,6500,"ich hatte nämlich weder segel, noch steuer, noch ruder.",de,DE
swissdial,1732,"ich sage dir jetzt, was du zu tun hast, und du widersprichst nicht, sondern tust, was ich sage.",de,DE
swissdial,7815,auf einem teil seiner schulden hat argentinien seine gläubiger bereits um fristerstreckung für zinsen und amortisationen nachsuchen müssen.,de,DE
swissdial,6207,was für lächerliche vorsätze faßt man doch unter dem eindruck der furcht!,de,DE
swissdial,3334,"gehts aber ums zahlen, öffnen sich die alten gräben zwischen reichen und armen kantonen schnell wieder.",de,DE
swissdial,10468,"man wolle herausfinden, ob eine infizierte person schon andere angesteckt hat.",de,DE
swissdial,8128,"die oregon iron company furnace, die erste eisengießerei westlich der rocky mountains wird gegründet.",de,DE
swissdial,6943,es sind drei synodalräte der reformierten kirchenbezirke bielseeland.,de,DE
swissdial,9503,für den weiteren ausbau müssen die telekomfirmen kräftig investieren.,de,DE
swissdial,7718,"die usa wollen iran noch mehr in die ecke drängen, noch mehr isolieren, auch mit den neuen sanktionen.",de,DE
swissdial,1352,"seit tagen stehen die panzer an der national mall, der prachtmeile washingtons, bereit.",de,DE
swissdial,8960,viele heuschreckenarten zum beispiel leben zuerst in wiesen und im erwachsenenalter im gebüsch.,de,DE
swissdial,8020,"er war in ruanda, in irak, er leitete sämtliche operationen im nahen osten.",de,DE
swissdial,2676,"sie tanzt mit jedem, der dafür bezahlt.",de,DE
swissdial,4639,"wie schnell einzelne volumenelemente unsichtbar werden, hängt über die partikelgröße von der ursprünglichen lage im strahl ab.",de,DE
swissdial,5644,"nach kriegsende 1945 kehrte sperber nach paris zurück, wo er und jenka heiraten konnten.",de,DE
swissdial,8307,nach kriegsende arbeitete er von 1948 bis 1949 als anwaltsvertreter in günzburg.,de,DE
swissdial,2656,"so strickst du dem baby kein neues mützchen, wie meine alte mum immer sagte.",de,DE
swissdial,7032,hat grossrat brönnimann jetzt über absatz 1 buchstabe b gesprochen?,de,DE
swissdial,3626,"manolo wird aber vom «blonden» begleitet, einem seltsamen mann, der ihn zu dominieren scheint.",de,DE
swissdial,3525,der davoser captain andres ambühl setzte eine imposante serie fort.,de,DE
swissdial,2589,wir haben uns einfach beeilt.,de,DE
swissdial,9959,wird die erneute panne auch bei der kkjpd thematisiert?,de,DE
swissdial,6681,"dargestellt sind maria mit kind zwischen den heiligen johannes dem evangelisten, donatus, johannes dem täufer und matthäus.",de,DE
swissdial,5768,die monster stammen alle aus dem einzelspielertitel unreal sowie der fortsetzung  .,de,DE
swissdial,4832,auch die wasserversorgung war örtlich unterbrochen.,de,DE
swissdial,8440,"ich habe damals mutproben gemacht, die ich nicht nochmal machen würde.",de,DE
swissdial,5039,nach dem training gehen wir etwas gutes essen.,de,DE
swissdial,4616,jede der abteilungen wurde ursprünglich eigenständig bezeichnet.,de,DE
swissdial,6722,gazzoletti lebte lange zeit als anwalt in triest.,de,DE
swissdial,5397,"sollten die länder der welt wir durchwallen, keins kann, o heimat, dir werden gleich.",de,DE
swissdial,6856,steuergelder sollen zugunsten der allgemeinheit nachhaltig eingesetzt werden und sicher nicht zugunsten von privaten jetflugzeugen.,de,DE
swissdial,8594,im mittelpunkt stehen die sportlichen wettkämpfe.,de,DE
swissdial,4308,dann lässt man das schiff wieder sacken und dabei 60 bis 70 meter kette laufen.,de,DE
swissdial,1141,zäher sind die wolken nur zum teil in den bergen von der zentral- und ostschweiz und in nordbünden.,de,DE
swissdial,3769,"und er war wirklich kreativ und fantasievoll, ein künstler auf seinem horn.",de,DE
swissdial,2687,ich treffe dich am arm wenn du jetzt nicht still bist.,de,DE
swissdial,4383,"überprüft werden es wird bewusstsein geschaffen, wo man guten gewissens nutzername und passwort eingeben kann.",de,DE
swissdial,684,das exotische reptil ist dort auf jeden fall in bester gesellschaft.,de,DE
swissdial,475,sie gehen gemeinsam frühstücken und treffen dabei auf hucks vater.,de,DE
swissdial,9847,warum haben sie ihren rücktritt von ihrer wiederwahl abhängig gemacht?,de,DE
swissdial,3923,die jungtiere spielen zunächst nur mit der nahrung und kauen darauf herum.,de,DE
swissdial,6942,"wie ist es dann, wenn die uma beinahe die ganze zeit über fast nur von ihresgleichen umgeben sind?",de,DE
swissdial,2056,im rahmen ihrer medientechnologie-​initiative schafft die eth zürich eine neue professur und ein «media tech center».,de,DE
swissdial,7335,von 1988 bis 1990 war ruppert als wissenschaftlicher bibliothekar tätig.,de,DE
swissdial,940,paris ist die hauptstadt von frankreich.,de,DE
swissdial,9296,die regierung hat sich bereits dagegen ausgesprochen.,de,DE
swissdial,3989,häufig kommen reminiszenzen an denkwürdige und kuriose ereignisse der fußballgeschichte vor.,de,DE
swissdial,4,"«die parlamentarier werden sich bestimmt auch auf die deutschen vorschläge beziehen», glaubt srf-klimaexperte klaus ammann.",de,DE
swissdial,6585,"nachbarorte sind almersbach im norden, oberwambach im südosten und schöneberg im westen.",de,DE
swissdial,7769,"absage an die politik schreibverbot nummer zwei und drei, sagt blandiana, seien im gegensatz zum ersten ein segen gewesen für sie.",de,DE
swissdial,7229,"die aufnahmen fanden in den athletic sound studios in halden, norwegen statt.",de,DE
swissdial,8478,"sicher aber mangelt es in der schweiz an gezielten fördermassnahmen, zum teil fehlt die infrastruktur.",de,DE
swissdial,4373,"es wurde rekonstruiert, dass sich ein triebwerk von der rechten tragfläche gelöst und das zweite triebwerk dieser seite mitgerissen hat.",de,DE
swissdial,8814,zwar sieht das abkommen in sachen nachhaltigkeit einen dialog vor mit den vertragsstaaten.,de,DE
swissdial,1220,am sonnigsten ist es morgen aber definitiv richtung chur.,de,DE
swissdial,1710,"wenn ich an so etwas denke, fange ich an zu zittern, und manchmal weine ich.",de,DE
swissdial,4851,"immer weniger leute würden lange anstehen, begründet mediensprecherin nora fuchs.",de,DE
swissdial,5070,"falls in keinem der bereits geöffneten behälter genügend platz ist, öffne einen neuen.",de,DE
swissdial,9709,dort haben die wissenschaft und die kunst die höchste blüte in dieser zeit erreicht.,de,DE
swissdial,3608,"152 standorte hat sunrise bislang mit 5g aufgerüstet, bei swisscom sind es 102 standorte.",de,DE
swissdial,9594,gemäss studien soll der besuch den gefährlichen schwarzen hautkrebs verursachen.,de,DE
swissdial,10252,für eine ganze lastwagenladung erhielt der bauer umgerechnet 16 franken.,de,DE
swissdial,8131,auch diese regelung wird wegen ihrer zentralistischen ausrichtung vor allem von den ungarischen abgeordneten kritisiert.,de,DE
swissdial,8280,1911 gab sie die konzerttätigkeit auf und heiratete den bekannten musikkritiker adolf weißmann.,de,DE
swissdial,6197,"fast aber hätte er ihn nicht wiedererkannt, so verwandelt, von der sonne gebräunt und rüstig erschien der jüngling.",de,DE
swissdial,10834,ab dem zweiten obergeschoss soll im hochhaus ausschliesslich gewohnt werden.,de,DE
swissdial,2111,"die software erkennt in der stimme, ob jemand traurig oder wütend ist.",de,DE
swissdial,10340,barbara colpi mittagszeit in der kindertagesstätte valency mitten in lausanne.,de,DE
swissdial,5663,"bis 1970 folgten zehn weitere filme unter der regie von thiele, so 1962 lulu mit mario adorf, o. e. hasse und hildegard knef.",de,DE
swissdial,7399,"seit 1996 leitete er dort die grafische sammlung, die auch einen umfangreichen fotografischen bestand umfasst.",de,DE
swissdial,1657,"und dies, obschon die baslerin laura stähli im vorjahr sensationell wm-dritte war.",de,DE
swissdial,988,weitere voraussetzungen sind ein schutz vor direkten witterungseinflüssen wie nässe und zugluft.,de,DE
swissdial,7422,die verbliebene etwa 30 km lange strecke führt zu einem arboretum mit sehenswerten teakbäumen und kulturellen veranstaltungen.,de,DE
swissdial,7590,sie entstammt einer künstlerischen familie aus linz am rhein.,de,DE
swissdial,10482,in deutschland wird telenotfallmedizin in verschiedenen regionen auch in krankenwagen eingesetzt.,de,DE
swissdial,2297,dies gab dem flugzeug den beinamen «bügeleisen».,de,DE
swissdial,3446,mit unserem ticker sind sie auf dem laufenden.,de,DE
swissdial,1622,doch das letzte heimrennen liegt schon eine ganze weile zurück: 1995 wurde in eschenbach die letzte wm auf schweizer boden ausgetragen.,de,DE
swissdial,755,"je weniger pflanzenarten, desto weniger tierarten in diesem lebensraum.",de,DE
swissdial,8749,"einer, der bei der geschichte mitrecherchiert hat, ist markus engert.",de,DE
swissdial,5102,"vor wut vergewaltigte orion sie, wofür ihm ihr vater die augen ausstach, nachdem er ihn mit wein betrunken gemacht hatte.",de,DE
swissdial,7243,beim hochwasser 2013 stand das wasser im keller mannshoch.,de,DE
swissdial,673,"den vergleich, dass tausende schafe durch unfälle umkommen, nannte ruppen «pervers».",de,DE
swissdial,622,"eines tages sagte ihm seine mutter: «rotkäppchen, hier ist ein stück kuchen und eine flasche wein.",de,DE
swissdial,6317,"einer davon starb am hitzigen fieber, ein anderer nebst dem schiffsjungen wurde über bord gespült.",de,DE
swissdial,4966,wir haben eine gemütliche woche gemeinsam verbracht.,de,DE
swissdial,1659,"auf dem badener hausberg baldegg organisierte christian rocha den süpercross, ein einzelnes radquerrennen.",de,DE
swissdial,4970,was bist du für ein riesiger trottel?,de,DE
swissdial,7012,"denn das ist eine wolke, die man nicht so genau sieht.",de,DE
swissdial,5226,"als hofdamen in gullivers gegenwart ihre kleidungsstücke ablegen, bemerkt gulliver, wie hässlich ihre haut aussieht.",de,DE
swissdial,10341,grundsätzlich ist uran und damit auch radon überall in der schweiz vorhanden.,de,DE
swissdial,10473,"lage überwältigt nothelfer wo die helfer hingelangen, kommt es immer wieder zu herzzerreissenden situationen.",de,DE
swissdial,6865,"wie wir wissen, will die gef bereits im nächsten jahr einen systemwechsel und betreuungsgutscheine einführen.",de,DE
swissdial,5703,"bei den schafen gib mir weide, von der böcke schar mich scheide, stell mich auf die rechte seite.",de,DE
swissdial,9484,"trockenheit so lange dauernd, dass mancherorts zehnjährige kinder noch nie einen regentropfen auf ihrer haut gespürt haben.",de,DE
swissdial,422,im gegenzug werde er die klage fallenlassen.,de,DE
swissdial,10560,bei den republikanischen kollegen habe es nun einen durchbruch gegeben.,de,DE
swissdial,10389,seine eltern hätten am montag das neuenburger spitalnetz konsultiert.,de,DE
swissdial,3454,sie verteilen sich auch auf immer mehr listen.,de,DE
swissdial,856,"es wird klar, dass er bald nur noch mit künstlicher beatmung wird leben können.",de,DE
swissdial,9382,"geld, mit dem sich die klubs starke spieler und renommierte trainer einkaufen konnten.",de,DE
swissdial,8648,wir wollen tiere und die natur durch eure aufnahmen kennen lernen.,de,DE
swissdial,7463,1860 belegte 1958 und 1959 jeweils den sechsten und 1960 den vierten rang im süden.,de,DE
swissdial,3008,zudem nimmt das weibliche geschlecht von dem etwas unordentlichen polizisten keine notiz.,de,DE
