Unnamed: 0,speaker,sentence,dialect,dialect_norm
swissdial,1114,ersch vo hie hetme s mittumeer bequem chönnä erreichä.,ch_be,BE
d1142-u162,BRen1142,seg i d fröndelegioon es ìsch auso scho,BE (Bern/Ittigen),BE
d1203-u715,BHer1203,u nächer hei si dä ufpotte i hiufsdienscht,BE (Erlach),BE
d1121-u990,SAlf1121,schoo,BE (Bern/Köniz),BE
d1121-u98,SAlf1121,unterpraacht und näbedran isch es beizli gsii dä peppiino das isch mr viu öppe ghoket und hei mit mit im prichtet,BE (Bern/Köniz),BE
swissdial,686,zudäm trättä si oft in schwärm uf.,ch_be,BE
d1203-u780,BHer1203,im gägesaz zum bischpiu do d oschtschwiz we me das isch wunderschön,BE (Erlach),BE
swissdial,1413,sit 2014 schtö teilä vodä gebiet lugansk und donezk unger kontrouä vodä us russland ungerschtütztä separatischtä.,ch_be,BE
swissdial,52,mit dr elektrifizierig vom hushaut isch o s glettisä elektrisch gheizt wordä.,ch_be,BE
d1170-u190,BVre1170,aber so chlii,BE (Matten b. Interlaken),BE
d1203-u862,BHer1203,wüsster dä isch es es ovau und s ross das da cha me jä überschtüupe oder,BE (Erlach),BE
d1142-u980,BRen1142,gredt woorde ungerenang wie me süsch e so,BE (Bern/Ittigen),BE
d1170-u905,BVre1170,u de hei si ììmmer ììmmer heisis uf d zite taa,BE (Matten b. Interlaken),BE
d1215_2-u443,BWer1215,d schtet wäärde bombardiirt wi s ja üblich isch gsii,BE (Bern/Bangerten),BE
swissdial,586,d wort vodä summermönet juli und ouguscht.,ch_be,BE
d1203-u720,BHer1203,die hei si überhau versezt das für bewachigsufgaabe ned,BE (Erlach),BE
d1203-u750,BHer1203,go faare da isch ja verukti sach gsi auso und na het s no gheisse meer anbauen,BE (Erlach),BE
d1215_1-u695,BWer1215,aber süsch het me eigenlich nid viu ghöört vo flüchtlinge,BE (Bern/Bangerten),BE
swissdial,2319,"s outo isch mit de beide männer i mississippi gschtossä wordä, wo beidi si ertrunkä",ch_be,BE
d1170-u427,BVre1170,ìmmer tröi gsìì die si ìmmer,BE (Matten b. Interlaken),BE
swissdial,2162,zum bischpiu im ruum waläsee oder in st.gallä-appäzäu.,ch_be,BE
swissdial,1865,prognosä für grossä saanäwaud:,ch_be,BE
d1170-u895,BVre1170,u niidle u sets u anke das ìsch immer aus na razioniert gsìì,BE (Matten b. Interlaken),BE
d1203-u1766,BHer1203,het de het s ne usegheit oder die isch de äue dört,BE (Erlach),BE
swissdial,2641,du heschnä gärn und das gschpürter.,ch_be,BE
swissdial,2483,dr sam hetsech d nasä gribä.,ch_be,BE
d1121-u930,SAlf1121,i däre ziit,BE (Bern/Köniz),BE
d1203-u321,BHer1203,wärchzüg für munizion und für waffe,BE (Erlach),BE
d1142-u501,BRen1142,úniwersaal das si di eerschte armeemaschine gsìì,BE (Bern/Ittigen),BE
d1142-u898,BRen1142,es ìsch die partei wider gäge sozipartei gäge efdeephee,BE (Bern/Ittigen),BE
d1215_2-u718,BWer1215,joo usser dur de flus gränze aber nid,BE (Bern/Bangerten),BE
swissdial,2471,"chas si, dassi ranzig schmöckä?",ch_be,BE
d1215_3-u46,BWer1215,und näär het men eifach mit gweer,BE (Bern/Bangerten),BE
d1203-u950,BHer1203,weme druff schiesst denn gheit de soudate dinne sand i d ougen oder aso settigi,BE (Erlach),BE
d1203-u1826,BHer1203,dä isch vo norweege immer,BE (Erlach),BE
d1170-u573,BVre1170,u de hesch di ganzi,BE (Matten b. Interlaken),BE
d1203-u1966,BHer1203,me het ned das chönne,BE (Erlach),BE
d1215_3-u666,BWer1215,und o nid rasiere,BE (Bern/Bangerten),BE
swissdial,1386,"bim unglück isch onä doktorand vor eth züri und sini partnerin, ums läbä cho, beidi usem iran.",ch_be,BE
swissdial,950,d ärdä giut aus dr blau planet.,ch_be,BE
d1203-u1473,BHer1203,seer e tüchtige liebenswürdige maa gsi dä isch,BE (Erlach),BE
d1215_1-u528,BWer1215,augemein nid überau,BE (Bern/Bangerten),BE
swissdial,2348,viu know-how isch währendem chrieg und dr besatzigszit verlorä gangä.,ch_be,BE
d1121-u134,SAlf1121,vonere mueter wo ne chinderwage schtoosst si het e masgge und s chind het oon e masgge need,BE (Bern/Köniz),BE
d1203-u470,BHer1203,mit usnam vo dem herr herr leerer,BE (Erlach),BE
swissdial,792,da chani am rotä chrüz öpis mitgä.,ch_be,BE
swissdial,732,o zauriichi blindgänger schteckä no tief im moor.,ch_be,BE
d1215_2-u755,BWer1215,ja und da het me natüürlech,BE (Bern/Bangerten),BE
swissdial,1445,aber dr rot platz het ono immer ä politischi bedütig.,ch_be,BE
d1142-u748,BRen1142,woo iiteilt a der a aunen oorte,BE (Bern/Ittigen),BE
swissdial,1138,"grund drfür si d tegschtä und lieder si, wo lutem petrozza ""totalä blödsinn"" si gsi.",ch_be,BE
swissdial,452,birä variation vom gfider fäut die schwarzi schpränkelig und fläckig.,ch_be,BE
d1215_3-u218,BWer1215,aber das het jo unzääligi laager ghaa da i de schwiiz,BE (Bern/Bangerten),BE
d1203-u363,BHer1203,und mer buebe si höchscht truurig gsi will mir hei doch das ned gwüsst was da die vättere im sinn hei,BE (Erlach),BE
swissdial,2694,aber i ha scho dennzumau z viu trunkä.,ch_be,BE
swissdial,1205,"im nordoschtä isches meischtens trochä, mängisch o sunnig.",ch_be,BE
d1215_1-u43,BWer1215,dert wo de bundesraat minger häärchunt,BE (Bern/Bangerten),BE
d1170-u223,BVre1170,äbe wo daa gwoont si gäl,BE (Matten b. Interlaken),BE
d1203-u1012,BHer1203,do het de patrã de vedacht gha das isch ned öppis ned normau,BE (Erlach),BE
d1215_3-u3,BWer1215,u nächär isch si haut o wider use,BE (Bern/Bangerten),BE
swissdial,1965,im betriib machter dr powernap ufm betriibseigene wc.,ch_be,BE
swissdial,2106,eifach so löngsech das milliardätüürä forschigszentrum zwar nid umbouä.,ch_be,BE
d1203-u691,BHer1203,das dörft er um gotts wiue ned mache,BE (Erlach),BE
d1170-u846,BVre1170,das chö̀nt ich nìd emal mee rächt säge,BE (Matten b. Interlaken),BE
swissdial,585,"mit däm erfoug sig aber o verantwortig verbundä, betont d rytz i ihrer aaschprach.",ch_be,BE
d1170-u692,BVre1170,nöis gschììr chouffe,BE (Matten b. Interlaken),BE
d1203-u1046,BHer1203,a d öffentlichkait cho ussert döt die,BE (Erlach),BE
d1215_2-u473,BWer1215,kapituliirt hätti,BE (Bern/Bangerten),BE
d1203-u1098,BHer1203,zukerhuet das isch ä betõ gsi win e zukerhuet,BE (Erlach),BE
d1215_2-u721,BWer1215,de politische,BE (Bern/Bangerten),BE
swissdial,817,mä söu sicher die hygienischä vorgabä vodä zahnarztschtüeu iihautä.,ch_be,BE
d1215_2-u869,BWer1215,ja mi het mit de polizei rükschpraach,BE (Bern/Bangerten),BE
swissdial,23,d inveschtitionschöschtä betraagä nach schetzigä vor branchä  zwüschä 1 und 3 milliardä frankä.,ch_be,BE
d1142-u232,BRen1142,aber nìd e fantascht wo gseit het es gìt nüüt anders aus,BE (Bern/Ittigen),BE
d1121-u1188,SAlf1121,im imnen äärnschtfall,BE (Bern/Köniz),BE
swissdial,1282,"irä 15-jährig sohn het voremä jahr aagfangä, aukohou und cannabis z konsumierä.",ch_be,BE
swissdial,2749,"ja, si hei aui verschtangä.",ch_be,BE
d1170-u677,BVre1170,in wenge,BE (Matten b. Interlaken),BE
d1215_1-u247,BWer1215,braut sich öppis zäme dobe hä,BE (Bern/Bangerten),BE
d1170-u949,BVre1170,nach england,BE (Matten b. Interlaken),BE
d1215_2-u381,BWer1215,für sich voorzbereite,BE (Bern/Bangerten),BE
d1121-u604,SAlf1121,wäred dr ganze chriegszit das,BE (Bern/Köniz),BE
d1121-u722,SAlf1121,zämebräche und nächer sig,BE (Bern/Köniz),BE
swissdial,2592,"i pressiere untertänigscht, dini schrittä ufem wäg zu dinä aahnä chli z beschlöinigä.",ch_be,BE
d1170-u1026,BVre1170,bi mengs jaar,BE (Matten b. Interlaken),BE
d1142-u80,BRen1142,je je mer het mìttenand gschutted im waud hinge u ìsch go bade ir aare u,BE (Bern/Ittigen),BE
d1203-u154,BHer1203,chürzlich wider gseit i wundere mi wi die lüt hei chönne,BE (Erlach),BE
d1215_3-u630,BWer1215,und de isch no eine gsii wo nüm het chönne loufe,BE (Bern/Bangerten),BE
swissdial,2602,si hetsech nie drvo erhout.,ch_be,BE
d1215_3-u254,BWer1215,hei se natüürlech lieber aagnoo,BE (Bern/Bangerten),BE
d1142-u25,BRen1142,mit so viierti füfti klass,BE (Bern/Ittigen),BE
d1170-u180,BVre1170,de plazkomandant vo interlake ìsch de en ehemaalige sekleerer gsìì,BE (Matten b. Interlaken),BE
d1203-u1447,BHer1203,im dienscht gha aso s het no ke richtigi effhaadee ggää aber die si ggange,BE (Erlach),BE
d1121-u1155,SAlf1121,d truppe mee verlaageret,BE (Bern/Köniz),BE
swissdial,863,scho i wenigä jahr chönnts aber während dr operation virtuell überem patiänt schwäbä.,ch_be,BE
d1215_1-u489,BWer1215,hööchschtens wenn es anders land aagriffe wäärdi,BE (Bern/Bangerten),BE
d1203-u822,BHer1203,wo hüt em herr david t*** ghört under anderem erwänt de het det obe si siz und döt isch mi,BE (Erlach),BE
d1203-u723,BHer1203,grichtspresidänt dä isch houpme gsi dänn het er mir gseit h*** vo jez aa,BE (Erlach),BE
swissdial,2132,"es git verschideni gründ, wiso öper cha in adminischtrativhaft cho.",ch_be,BE
d1203-u303,BHer1203,und do hei si zerscht gseit jo mer machen e kunschthaue drus oder,BE (Erlach),BE
d1203-u1743,BHer1203,usenang z haute,BE (Erlach),BE
d1121-u545,SAlf1121,und,BE (Bern/Köniz),BE
d1215_3-u73,BWer1215,i auso militäär i gfangeschaft choo nach dütschland,BE (Bern/Bangerten),BE
swissdial,2712,si het sehr gschtabig usgseh.,ch_be,BE
swissdial,2703,si heisech umarmt.,ch_be,BE
d1170-u518,BVre1170,für ds land z psorge ds jaar uus jaa,BE (Matten b. Interlaken),BE
d1142-u555,BRen1142,jaa eigentlech um daas ìsch ja eigentlech ggange echlii daas,BE (Bern/Ittigen),BE
d1215_2-u333,BWer1215,woorde chunt plözlech e bateljoonsordonanz mit em welo,BE (Bern/Bangerten),BE
swissdial,2229,dür entschprächendi dosierigä chöi ernidrigti serumschpieglä uf normauwärtä aaghobä wärdä.,ch_be,BE
d1215_1-u549,BWer1215,hei non e geiss oder e chue gha,BE (Bern/Bangerten),BE
swissdial,985,sehr schpannend isch s schpiu ide schlussminutä wordä.,ch_be,BE
swissdial,145,si lat s outo inä fluss schtürzä und explodierä.,ch_be,BE
d1142-u580,BRen1142,oder het mer eifach der soudaat,BE (Bern/Ittigen),BE
d1203-u1824,BHer1203,dä het es dings es saluppe gha es boot sabiina het si gheisse,BE (Erlach),BE
d1170-u154,BVre1170,nüüt mee nenei,BE (Matten b. Interlaken),BE
d1121-u312,SAlf1121,punktoo versoorgig müesse leischte,BE (Bern/Köniz),BE
d1170-u958,BVre1170,nìd es täfeli nìd es schoggläädli nìd es weggli niggs chönne chouffe,BE (Matten b. Interlaken),BE
d1203-u404,BHer1203,jezigi äsvouphee,BE (Erlach),BE
d1142-u766,BRen1142,chöm e en ǜberfau,BE (Bern/Ittigen),BE
d1203-u765,BHer1203,meischte frou alein si gsi i dem jura u ha müesse,BE (Erlach),BE
d1203-u934,BHer1203,forer äss wo de dings der,BE (Erlach),BE
swissdial,2672,aber nach was het si gsuecht?,ch_be,BE
swissdial,1508,"mir isch bewusst gsi, dasses nid dr ideau zitpunkt fürnä rücktritt isch.",ch_be,BE
swissdial,2339,"während dr gfangäschaft heter regumässig gschuttet, aber nur uf sand.",ch_be,BE
swissdial,1186,in luzärn heimer am zischtig morgä hochnäbu.,ch_be,BE
swissdial,2043,"sunrise het dr aafang gmacht, d swisscom isch am ändi vom gliichä monet nachäzogä.",ch_be,BE
d1215_2-u581,BWer1215,di landwirtschaft wäärend des kriiges,BE (Bern/Bangerten),BE
d1215_3-u423,BWer1215,enang doo de naselumpe übereggää,BE (Bern/Bangerten),BE
swissdial,2039,drum propagiert är gasherdä.,ch_be,BE
swissdial,864,drmit söuä unnötigi teschts und behandigä vermidä wärdä.,ch_be,BE
swissdial,2442,i föpplänä numä es bitzli.,ch_be,BE
d1203-u600,BHer1203,schport schwizer bobsleifaarer,BE (Erlach),BE
d1215_3-u768,BWer1215,gseit het der hitler sigi,BE (Bern/Bangerten),BE
d1203-u1567,BHer1203,em sibni z nacht übercho na han i no müese go houz schpaute bis am zäni,BE (Erlach),BE
d1215_1-u776,BWer1215,b*** nimt s älemgee aube gseit i ha s scho lang,BE (Bern/Bangerten),BE
d1215_1-u679,BWer1215,und äbe,BE (Bern/Bangerten),BE
d1215_3-u244,BWer1215,wenn si ne daa,BE (Bern/Bangerten),BE
swissdial,1695,si si sicher guet vorbereitet.,ch_be,BE
d1215_3-u376,BWer1215,joo er het gseit,BE (Bern/Bangerten),BE
d1142-u543,BRen1142,het mer ne müesse schteuue,BE (Bern/Ittigen),BE
d1203-u1226,BHer1203,när he die gseit jo mir tüe när d ross u galoppiere dervo,BE (Erlach),BE
swissdial,1314,"und o absits vor grafik schiint microsoft viu wärt uf realismus z legä, was fans vo flugsimulatorä sehr wird fröiä.",ch_be,BE
swissdial,1940,iqbal khan isch bi dr credit suisse sehr erfougriich gsi.,ch_be,BE
d1203-u627,BHer1203,und nächer weni gad bi däm no darf blibe mit,BE (Erlach),BE
d1121-u103,SAlf1121,und äbe es isch mi het de äbe oo ds gfüüu ghaa und das mue me also säge mi het s gfüüu ghaa es isch ä,BE (Bern/Köniz),BE
d1170-u130,BVre1170,und es ìsch ggange de si do d kriisejaar cho äbe nach em,BE (Matten b. Interlaken),BE
d1142-u990,BRen1142,d schwiiz esoo wienis aaluege,BE (Bern/Ittigen),BE
swissdial,2538,süsch schlafi am namitag ii.,ch_be,BE
d1215_3-u501,BWer1215,döitschland gseit nei,BE (Bern/Bangerten),BE
swissdial,911,"ja, es chunnt zu unregumässigkeitä ufem bitcoin-märit.",ch_be,BE
d1142-u666,BRen1142,am moorge hei mir chönne gaa in tuun uf ds schloss,BE (Bern/Ittigen),BE
d1203-u1676,BHer1203,saage i den änge ränk mer si ned düre cho der iischlag het ned glängt,BE (Erlach),BE
d1203-u629,BHer1203,die rooti armbinde mit em schwizerchrüz und bi i d ortsweer,BE (Erlach),BE
d1203-u1880,BHer1203,inere privatschueu natüch oder bi denn scho ja,BE (Erlach),BE
d1215_2-u876,BWer1215,dienscht ghaa und döt isch schwirig gsii z überwache,BE (Bern/Bangerten),BE
d1170-u477,BVre1170,ju dount schuuth hai ìnaf,BE (Matten b. Interlaken),BE
d1215_1-u702,BWer1215,verlengeret woorde uf drei monet,BE (Bern/Bangerten),BE
d1170-u116,BVre1170,wie söli säge,BE (Matten b. Interlaken),BE
swissdial,7,är schteut eiteiligi und zämägsetzti fäderä här.,ch_be,BE
d1203-u1152,BHer1203,abecho si wo singend vom schtaziönli,BE (Erlach),BE
swissdial,1654,ir wäutranglischtä ischer zwüschäzitlech bis uf rang 263 zrügggheit.,ch_be,BE
d1203-u1030,BHer1203,vougschtopft gsi mit nakte liiche,BE (Erlach),BE
swissdial,188,"es wird wou jahre duurä, bis sech d region vor kataschtrophä wird erholä.",ch_be,BE
d1121-u498,SAlf1121,die angere hei oo glachet es isch überhoupt nid irgenwie bööswillig,BE (Bern/Köniz),BE
d1121-u63,SAlf1121,immer und dervoo dass chrieg völlig usgschlosse wäär,BE (Bern/Köniz),BE
swissdial,1715,"aber är het nid gwimmeret, nid grännet.",ch_be,BE
swissdial,1616,d schwizer frouä-nati schtartet in schaffhusä gägä litouä id qualifikation zur em 2021.,ch_be,BE
d1142-u578,BRen1142,öb me nìd hät chönne möglechkeit ha fǜr fǜr angers,BE (Bern/Ittigen),BE
d1203-u824,BHer1203,dä het zwöuf bis vierzä chnächte het dä gha,BE (Erlach),BE
d1203-u1661,BHer1203,aber rudimentär und erscht nach em chrieg,BE (Erlach),BE
d1215_3-u663,BWer1215,und won er i chriegsgfangeschaft choo sig,BE (Bern/Bangerten),BE
d1215_2-u668,BWer1215,gsi das me sich am oobe immer het müese voorbereite uf di näächschti,BE (Bern/Bangerten),BE
swissdial,2410,es fat langsam a rägnä.,ch_be,BE
d1215_1-u227,BWer1215,i bi nid gäärn öppis gmacht wo me het müesse dinne sii,BE (Bern/Bangerten),BE
d1215_3-u162,BWer1215,und hei,BE (Bern/Bangerten),BE
d1142-u871,BRen1142,betriibsleiter oder soo he,BE (Bern/Ittigen),BE
d1121-u669,SAlf1121,woo wo ii zwöiter linie isch gsii,BE (Bern/Köniz),BE
d1215_3-u880,BWer1215,mit de fotoo won i fasch aui,BE (Bern/Bangerten),BE
d1203-u1189,BHer1203,hed gnueg gha isch nümm kooperativ gsi dene het s,BE (Erlach),BE
d1215_2-u552,BWer1215,wo me sich doo chön mäude da het mer,BE (Bern/Bangerten),BE
d1170-u189,BVre1170,eso chli,BE (Matten b. Interlaken),BE
d1203-u745,BHer1203,me hei nie me hei scho immer ross ghaa,BE (Erlach),BE
swissdial,2563,es tuet weh und i schreiä.,ch_be,BE
d1170-u930,BVre1170,ja chönne mache,BE (Matten b. Interlaken),BE
d1215_1-u187,BWer1215,füfedriisg sächsedriisg in schüpfe,BE (Bern/Bangerten),BE
d1203-u1488,BHer1203,und de hei mir döt eso,BE (Erlach),BE
swissdial,2554,töif unger sich heter ä ma ghört wo gschnarchlet het.,ch_be,BE
d1121-u1061,SAlf1121,won i pärsöönlich,BE (Bern/Köniz),BE
d1170-u336,BVre1170,u daas ìsch de schlìm gsìì,BE (Matten b. Interlaken),BE
d1121-u828,SAlf1121,es generalsbiud psoorget i den eerschte,BE (Bern/Köniz),BE
d1215_3-u647,BWer1215,u nä het dä no müesse erbräche doo,BE (Bern/Bangerten),BE
d1121-u1189,SAlf1121,hätte miir,BE (Bern/Köniz),BE
d1142-u100,BRen1142,aber mer weis ja warum das ìsch ja klaar dasch ja,BE (Bern/Ittigen),BE
d1203-u1451,BHer1203,italie am bode gsi isch und der,BE (Erlach),BE
d1215_1-u209,BWer1215,si hei e soon ghaa u zwei töchter,BE (Bern/Bangerten),BE
d1215_1-u193,BWer1215,i der ziit,BE (Bern/Bangerten),BE
d1215_1-u293,BWer1215,wenn die verzeue si heigid füüftuusig fluugzüüg,BE (Bern/Bangerten),BE
d1215_2-u660,BWer1215,da isch immer e schtung,BE (Bern/Bangerten),BE
d1142-u929,BRen1142,moou ìsch natüürli ganzi technik u aus ìsch natüürlech ganz angers woorde,BE (Bern/Ittigen),BE
d1121-u445,SAlf1121,dass juude öppis bsungers söue sii,BE (Bern/Köniz),BE
d1170-u470,BVre1170,jur flaiing ouwer swizerläänd hei si abe gfungget,BE (Matten b. Interlaken),BE
swissdial,1727,i wirfä numä d ruetä us.,ch_be,BE
d1203-u1759,BHer1203,es beizli wo sich di junge so troffe hei und döt si die gschpräch,BE (Erlach),BE
d1121-u109,SAlf1121,di di de positiiv efekt vomene negatiive reschiim nid,BE (Bern/Köniz),BE
d1142-u690,BRen1142,was ìsch de daas deet für ne zuemuetig gsìì,BE (Bern/Ittigen),BE
swissdial,1937,o die schtatistischi hochrächnig beinhautet ä gwüssi unscherfi.,ch_be,BE
d1170-u977,BVre1170,u den ìsch gad märit gsìì die sind die märitwägeli,BE (Matten b. Interlaken),BE
d1215_1-u510,BWer1215,nei mi het sich da nid,BE (Bern/Bangerten),BE
d1142-u911,BRen1142,woo im land inne si gsìì das het me gwǜsst,BE (Bern/Ittigen),BE
swissdial,195,"d planig sig aber wägä dr quarantänä komplex, het dr lenz gseit.",ch_be,BE
d1215_2-u764,BWer1215,sit er isch hinger düre,BE (Bern/Bangerten),BE
d1121-u940,SAlf1121,u muurtesee simer aaghalte woorde,BE (Bern/Köniz),BE
d1215_2-u650,BWer1215,i ha tänkt,BE (Bern/Bangerten),BE
d1203-u849,BHer1203,die melasse heiproocht das isch immer es ereignis gsi da,BE (Erlach),BE
swissdial,341,dr matthias brinkmann het biologie durchus konform mit dr rassälehr glehrt.,ch_be,BE
d1203-u292,BHer1203,und won er döt ggangen isch heis ne heis im haut es schwarzhemt aagleit,BE (Erlach),BE
d1142-u78,BRen1142,fǜfzg jaar oder sächzg viirzg jaar,BE (Bern/Ittigen),BE
d1215_1-u664,BWer1215,viir füüf ross,BE (Bern/Bangerten),BE
swissdial,898,karrieräschtart zwüschä hightech und tradition.,ch_be,BE
swissdial,816,birä saisonalä grippä im winter sis rund 1.2 bis 1.4 personä.,ch_be,BE
d1142-u984,BRen1142,d diräkzioon wäär go fraage häts gheisse das geit öich nüüt aa he u hät ou nìd gfragt,BE (Bern/Ittigen),BE
d1203-u1378,BHer1203,die si de nümm use do het viu verhürateti erlacherinne hei ghüraate,BE (Erlach),BE
d1170-u760,BVre1170,aso öbs ne hie erschosse hei das weissi nììd,BE (Matten b. Interlaken),BE
d1203-u339,BHer1203,isch e knurrende mage,BE (Erlach),BE
swissdial,1233,d temperaturä sinkä ungere gfrierpunkt und es cha schteuewis glatt wärdä.,ch_be,BE
d1215_2-u168,BWer1215,und de het er das züüg aagluegt ner het er gseit jaa,BE (Bern/Bangerten),BE
d1203-u327,BHer1203,und da isch eigenartig he d soziaudemokrate wo eigelech lieber e lieber me schtüüre hätte,BE (Erlach),BE
d1215_3-u468,BWer1215,u näär bin i,BE (Bern/Bangerten),BE
d1121-u73,SAlf1121,är het zwaar ofiziell vo fride gredt aber mi het gmerkt das dä uufrüschtet,BE (Bern/Köniz),BE
d1121-u382,SAlf1121,ä nöis ärläbnis mit äme ahaa gsii,BE (Bern/Köniz),BE
swissdial,1851,am mittwuch schtarch bewöukt mit schnee.,ch_be,BE
d1142-u700,BRen1142,mer hät ou nie vom vom vo waas passiiert mìt em chrieg,BE (Bern/Ittigen),BE
d1215_2-u751,BWer1215,ja de het me eifacht e beschtimte abschnit nid,BE (Bern/Bangerten),BE
d1121-u902,SAlf1121,soudate,BE (Bern/Köniz),BE
d1215_3-u527,BWer1215,det und är het gseit er sig franzoos u ne hei mer,BE (Bern/Bangerten),BE
d1215_3-u72,BWer1215,si si ausoo militäär,BE (Bern/Bangerten),BE
swissdial,1220,am sunnigschtä isches morn aber definitiv richtig chur.,ch_be,BE
d1203-u812,BHer1203,und ali und ou raps het me müesen aboue und niemer me het gwüsst wi das geit,BE (Erlach),BE
d1121-u153,SAlf1121,ganz en eifache maa aber ä gschide,BE (Bern/Köniz),BE
d1215_2-u818,BWer1215,de het öppe dä gseit was isch weit der nech,BE (Bern/Bangerten),BE
d1215_1-u770,BWer1215,u nächer der korporaau het das natiirlech o gmerkt und,BE (Bern/Bangerten),BE
swissdial,1090,är isch mitbegründer vom lettischä puräverband gsi.,ch_be,BE
d1215_1-u842,BWer1215,und hei esoo der priis abetrükt deert drum isch o aus,BE (Bern/Bangerten),BE
d1142-u1014,BRen1142,si eifach wie söu i säge ds ganze,BE (Bern/Ittigen),BE
d1215_3-u402,BWer1215,vo de gränze häär bin i soo amene schopf aagleent,BE (Bern/Bangerten),BE
swissdial,1905,immerhin sigi d entlöhnigsfraag thematisiert wordä.,ch_be,BE
d1121-u336,SAlf1121,alsoo d agentuur nid nid d d fabrigg,BE (Bern/Köniz),BE
d1203-u689,BHer1203,säg i jo für was mit dere tuen i de kommandant erschiesse,BE (Erlach),BE
d1215_3-u144,BWer1215,muttaschinge choo,BE (Bern/Bangerten),BE
d1142-u505,BRen1142,i de regruuteschùu äbe dasch jez o e sach gsìì wider vo dem wie mer ufgwachsen ìsch he,BE (Bern/Ittigen),BE
d1170-u814,BVre1170,ja ja ja,BE (Matten b. Interlaken),BE
swissdial,2116,"asiatä heigä ä angerä umgang mit digitalä datä aus mir in europa, erchlärt dr remo burkhardt",ch_be,BE
d1215_2-u812,BWer1215,und gluegt win er daass,BE (Bern/Bangerten),BE
d1203-u1213,BHer1203,u när het s fascht win e schträik,BE (Erlach),BE
d1121-u640,SAlf1121,und da weis i das mier het,BE (Bern/Köniz),BE
d1142-u560,BRen1142,dasch nìd ir oornig gsìì was me deet gmacht het,BE (Bern/Ittigen),BE
d1170-u3,BVre1170,z maatte a de underdorfschtraass am zweite januaar nünzeachze,BE (Matten b. Interlaken),BE
d1215_3-u49,BWer1215,da so öppis hinge verchutet ghaa,BE (Bern/Bangerten),BE
d1142-u298,BRen1142,je einnglech aus ds ds sd hie gseet men öppis daa het men öppis gsee u,BE (Bern/Ittigen),BE
d1142-u1020,BRen1142,ǜberfauue rùssland he u deet si si verblüetet,BE (Bern/Ittigen),BE
swissdial,2028,es bischpiu: dr jeffrey ferpozzi us züri het im oktober 2019 für die jungi svp kandidiert.,ch_be,BE
d1215_2-u767,BWer1215,bedekt auso chlii dur d wäuder tekt oder soo,BE (Bern/Bangerten),BE
d1215_2-u662,BWer1215,militäärusbiudig,BE (Bern/Bangerten),BE
d1121-u952,SAlf1121,het me de ghöört,BE (Bern/Köniz),BE
d1215_1-u550,BWer1215,esoo das wenn sii,BE (Bern/Bangerten),BE
d1215_2-u87,BWer1215,u nächäär,BE (Bern/Bangerten),BE
d1121-u1078,SAlf1121,i ma mi nume na psinne das mer einischi e klassenaabe hei ghaa,BE (Bern/Köniz),BE
d1170-u103,BVre1170,süsch allergattig,BE (Matten b. Interlaken),BE
swissdial,1566,"äbäso übertribä sig d befürchtig, s vouk wärdi ohni vouschtändigi kompensation sowiso ablehnä.",ch_be,BE
swissdial,276,drüber usä hei d würkschtoffä vor pfäffermünzä o ä liecht beruhigendä effekt.,ch_be,BE
swissdial,890,"innert ere wuchä heinä ä million hörer abägladä, är isch ufä dritt platz vor rangliischtä vo apple gschossä.",ch_be,BE
swissdial,2158,"är het gseit, dass rund 90 prozänt vodä induschtriegüeter, wo im st. galler rhiital härgschteut wärdä, exportiert wärdä.",ch_be,BE
d1203-u463,BHer1203,und isch im dienschtgrad majoor gsi,BE (Erlach),BE
d1142-u459,BRen1142,den auso scho im dienscht,BE (Bern/Ittigen),BE
d1142-u970,BRen1142,je äbe die woo wo den düütschfrüntlech si gsìì u usländer gsì sii he,BE (Bern/Ittigen),BE
d1142-u238,BRen1142,he dasch ou nìd eso het mer wider vom bundesraat ghöört wider daa,BE (Bern/Ittigen),BE
swissdial,1178,d hitzewäuä erreicht züri schpetischtens am fritig.,ch_be,BE
d1215_1-u748,BWer1215,und de si iz ir bedienig si viir maa gsii,BE (Bern/Bangerten),BE
d1203-u1055,BHer1203,basu ja,BE (Erlach),BE
d1215_3-u15,BWer1215,und dört bin i gsii,BE (Bern/Bangerten),BE
d1142-u7,BRen1142,de vatter ìsch lokomitiiffüerer gsìì,BE (Bern/Ittigen),BE
d1215_2-u791,BWer1215,e franke sächsezwänzg wärt gsii,BE (Bern/Bangerten),BE
swissdial,1691,är chunnnt vo obä inä.,ch_be,BE
d1215_2-u808,BWer1215,und de het isch äbe eine dä woo,BE (Bern/Bangerten),BE
d1203-u1267,BHer1203,und nacher han i do hei chönne und da isch de letscht gränzdienscht gsi,BE (Erlach),BE
swissdial,1412,"dr karl brauner, schteuverträttendä generaudiräkter vor organisation erchlärt, wiso d wto trotzdäm nid tot isch.",ch_be,BE
d1203-u1744,BHer1203,do het s mee pruucht wiu jo das mer döte,BE (Erlach),BE
swissdial,1717,"tue d maschinä schön vorsichtig chehrä, het dr janson ergänzt.",ch_be,BE
d1215_3-u771,BWer1215,bi üüs a d gränze choo si wo mer di eerschte franzoose gsee hei,BE (Bern/Bangerten),BE
swissdial,322,är sich einä vodä mitbegründer vom jungä dütschschwizer schpiufium.,ch_be,BE
d1215_1-u291,BWer1215,und s fluugzüüg ou sig de grööscht teil verautet,BE (Bern/Bangerten),BE
